Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
0.50355446,-0.5458617,1.2288123,0.47850382,-1.0719869,-0.52736604,-0.85258937,0.5856268,-1.3596073,-0.55669725,-0.88194895,-0.018206215,0.7360385,-2.0509002,-0.81493443,0.2074567,-0.033276577,0.03442359,1.0264956,1.2152404
2.255796,0.25878796,-1.6376987,0.07566902,-0.3392456,0.2785599,0.37217408,-0.7314979,0.6521694,-0.060312834,-1.0662651,0.3569875,0.605881,-2.799858,1.4851061,0.51410455,0.9545329,0.8363015,-0.43899232,0.9374369
0.29604888,-0.560384,-0.8811249,-0.24831289,-0.4302859,-0.16747798,-0.015051464,-0.19274716,0.677597,0.43900383,-0.67724234,-1.6223539,-1.9506153,0.13441366,0.42867377,-1.4367585,1.0978462,-0.34393153,-0.25691646,1.3243601
0.89464325,0.3691037,0.49319977,-1.2574193,-0.6117227,0.80696476,0.285283,-0.94211936,1.6548554,0.20572038,-0.6683074,-1.2107337,0.5412187,-0.8093034,1.1510237,-1.1408653,-0.6477998,-0.9906234,-0.5742212,0.015506694
-0.26191056,0.4889907,0.6323453,-0.67743784,-0.3672931,0.48862,-0.49385414,-1.6712738,0.33532748,0.6085435,-0.21112649,-0.33858317,0.5003153,-0.5771137,0.041745644,0.72373265,-0.13021219,-0.9343601,-0.16555487,-0.88645357
0.508822,-0.8496894,0.050976567,1.1827278,-1.4332438,-1.0712194,0.9811143,1.0367886,-0.61911285,-0.30481106,0.38032544,0.043650247,-0.35449326,-0.72941315,0.8032143,1.0003351,-0.3082688,-1.600527,0.03212281,-0.50985014
-1.1603785,-1.0315509,-0.37377736,0.36742312,0.85008734,0.6532699,-0.07200856,1.1708125,0.7353384,-0.52158135,-0.4942243,-1.8865652,-1.3068278,0.5933663,-0.32068655,0.80182284,-1.0125358,-1.4935066,-0.16368239,0.31248295
-0.97944105,-0.30437425,0.534278,0.15006126,0.29903415,0.14905071,-0.3606484,-1.4521228,1.3894627,-1.5543561,0.040610738,-0.59904027,0.84121495,-1.4221519,-1.3276213,-1.14408,-1.673015,2.3414876,-0.21888271,-0.3478311
-1.3213749,-1.3727988,-1.0769625,0.27981666,-0.0072538634,0.024355648,0.15021062,-1.8015898,0.36873117,0.15923725,-1.0075235,-0.55589646,-0.6337966,-0.44076255,0.3245629,-0.24530101,-0.9060487,0.6380387,0.9165835,0.6249279
-0.77780163,0.1445238,0.72179097,-1.693256,-0.9460897,1.1293131,-0.93616843,0.096889704,2.0954747,-0.23154521,0.33866653,-0.8702853,0.5630472,0.30602977,0.45851672,0.8032988,-0.0800844,-0.43857545,0.93491256,-1.2334508
0.98954254,-1.8043331,0.5569582,-0.30242413,-0.21917821,-1.0987848,0.81424785,-1.3744152,-0.37488124,-1.4159081,-0.3791514,0.84409386,0.61820483,0.36169395,-0.09058819,-1.0190617,-0.026064087,2.0370066,-0.76061696,-0.6050361
-0.5229652,-0.7910495,0.8658948,-1.2476147,0.21789333,0.98442316,-0.809889,-0.32116115,0.31738183,-0.33188626,0.53174746,-1.1975307,-0.40002203,1.0381852,0.66159344,1.022862,-0.71180505,0.3119655,0.034950413,1.9642123
1.6755278,0.25534767,-1.1043369,-0.57951367,-0.005087164,0.16949919,0.344495,1.6595056,-0.25872037,0.10456154,-1.6976943,-1.309057,0.8278376,-0.8161094,0.5268498,0.36885613,-0.29252774,-0.15262678,0.633299,-1.0416068
-0.6863317,-1.0502717,-0.40340632,-0.63306004,-0.1998104,-0.034461632,-0.6169412,-0.6336689,-0.10459349,-0.8028373,0.40423873,-0.0902351,-0.45675066,-0.089881845,-0.037758715,0.6124644,-0.58196414,-0.516222,-1.2346363,0.1770706
0.9216732,-0.007591952,0.19019572,-0.5117364,1.0207927,-0.57569134,-1.6665657,-0.4829561,0.9813149,0.5165037,-0.06524672,-1.484945,0.2697637,-0.21742888,-0.37624112,-0.13681562,-0.45716894,0.029001106,0.433926,-0.2615147
1.443392,0.9106713,0.84119874,-1.2066295,0.36859733,-1.2775869,-0.66530436,-0.37914723,-0.54423404,-0.508086,-1.0654926,-0.47926566,0.46507955,0.8198165,0.31914073,-0.22648494,0.20045969,-1.0567602,0.12972213,-0.20470439
1.3095428,-0.011439845,0.66433364,0.5135496,0.18781935,-0.18673071,0.39584103,-1.1622139,0.29001647,-1.8040996,-0.7115723,-0.32287836,-0.25654042,0.10167416,1.0626296,0.090789445,-0.3329767,0.30553472,-0.9111591,0.5921333
