Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
Subject_1,0.11119614,0.13543382,-0.49522853,0.035445523,0.19854483,0.61332315,-0.05564101,-0.12792577,0.8686598,-0.67077273,-0.0687273,-0.53262085,1.5968105,0.06013011,-0.60834116,-0.45177215,-1.934829,-0.14804223,0.31072286,-1.4476935
Subject_2,0.56884754,-0.12684196,1.5045842,0.7171502,0.054949693,1.98101,2.0107355,-1.7683563,-0.61226285,-1.1384838,0.102177486,0.90409935,-0.39838335,0.10057683,-1.1924872,0.4055268,0.30480373,0.4642209,0.22425659,-0.8243496
Subject_3,1.3565115,-0.017900458,-0.50542474,-0.4776495,0.73418874,-0.89085615,0.7215868,0.10068409,-0.18331303,0.37527567,-0.45082602,-1.3126113,-0.64112705,-0.31861654,-0.036787484,-0.76227033,-0.7922625,-0.23055753,-0.063528076,0.3633903
Subject_4,-0.006482155,-0.39716405,-0.24372317,1.5383343,1.6878539,-1.5013129,-1.1345084,-0.051001634,0.31603262,0.4322216,0.37346986,-0.22920126,1.6847763,2.3385465,0.06639017,0.44334245,0.3121376,0.8505956,0.6897914,-1.4559555
Subject_5,0.647671,-0.42541713,0.6573817,0.3254157,1.5047487,0.44604036,0.38216943,-0.27429897,-1.396451,-0.1734651,-1.1304169,2.6565964,0.5647799,0.9543035,0.058449734,-1.1443201,1.459514,-0.55960745,-0.966252,-0.75834465
Subject_6,0.38862464,0.5624911,-0.83553857,-0.36698622,1.2368343,-0.40731877,1.0821248,0.28671023,1.9935739,-0.29349545,1.2526348,0.961462,0.02387986,0.18935601,-0.591302,1.6222842,-0.70145077,-0.75055546,-1.4700028,1.3383753
Subject_7,-0.3138924,1.4448969,1.5517129,0.1035186,-0.62843525,0.4444215,1.0987178,-0.013128985,1.5642575,1.1810232,0.10905159,-2.3423812,-0.059991837,0.74941826,-2.0419853,0.8761418,-0.6779582,-0.8490839,-1.0260764,-1.6885914
Subject_8,0.066836864,1.5431399,0.8780732,0.070426375,-0.89821863,-1.6920455,1.0876727,-0.07653776,-0.046210077,-1.216719,-0.35782564,1.1484202,0.094526626,1.2231588,-0.038077172,-0.0805485,-0.32308707,-0.7385647,0.0013322158,-0.43950105
Subject_9,-0.54342264,-0.19730777,-0.8668662,2.010979,0.2276446,-1.2207674,0.08585288,-1.7934903,0.8896261,0.65203226,2.8905149,2.5858357,-0.1819363,-0.037283048,0.55429024,-0.07197487,0.78721267,1.9219491,1.5067736,-1.4881428
Subject_10,0.86292994,-0.14294617,0.3252651,0.33415645,-0.86849064,-0.8532392,1.3166953,-0.27593958,-1.22805,0.7185967,-1.1090932,1.3313179,0.26040086,-0.669783,0.1545047,-0.9435306,1.2420536,1.1290387,1.6340582,-0.37830433
Subject_11,1.8348601,-1.9355603,0.6329377,0.114549845,-0.90059835,1.7386267,2.064683,-0.31135777,-0.27714586,0.8238335,1.7759641,-0.9204944,-0.007960584,-0.19302896,-0.04037276,1.6294109,-0.65830046,1.1306678,1.6247817,-0.09410581
Subject_12,0.66703796,-0.6509072,1.1588206,-1.5216082,0.24565476,-0.37711743,0.2172894,0.5629604,-0.045695756,-0.5428001,0.98550516,-0.59644663,0.66125834,0.84696496,-0.7415954,0.7983571,0.34033453,1.6037229,0.7021258,1.0021906
Subject_13,-1.1714606,0.8492568,2.70286,2.279974,-0.5392101,1.114986,0.16029172,-2.4928446,-0.631221,1.6969855,1.0396413,0.5101154,0.084638625,1.2316856,-0.43012136,0.7018994,0.024518233,0.49882564,0.5538607,-2.0080943
Subject_14,-1.0546402,-1.3211294,-0.64812195,-1.3877695,0.34092128,-0.8972866,0.96612835,0.89480937,0.30825683,0.267527,1.7603308,-0.37272763,-1.4137163,0.16152695,-0.21444814,0.10660477,0.8575222,1.283619,-0.17063576,1.3624377
Subject_15,-0.12269767,-0.46826875,-0.19282526,0.06256462,1.0257761,-0.36656928,-1.5035158,0.9220437,0.6538486,-0.52689534,0.27446568,-0.14246154,-0.55358076,0.4615451,-0.48003545,-0.3279169,0.47600862,-0.6219563,0.06415577,0.3135837
