Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
Subject_1,0.5375926,-0.07491675,0.39750457,0.46872896,-0.6372243,0.7481273,-0.27167723,0.7905598,-0.11550131,-0.21735346,-0.23822787,1.5248255,-0.5278911,1.4648155,-0.13139044,-0.5591456,-0.3003224,1.2202435,-0.37441632,0.9526047
Subject_2,1.0423278,0.1104536,0.8742798,0.09817466,-0.35273367,0.24836442,0.63122267,0.8364123,-0.2368046,0.6425093,1.3134307,-1.7066817,1.4867405,-1.1250956,-0.1494139,-0.87671673,-0.70536566,0.461813,-0.76799756,-0.742882
Subject_3,-0.34965253,0.27831727,-0.6675827,-1.1081694,0.38372278,-0.736129,-0.13255855,-1.0492183,-0.0007274184,-0.37735912,-1.3521491,0.5576941,-0.33441123,0.8481324,0.5853527,0.70889735,1.2341022,0.9016726,0.9506702,2.0865223
Subject_4,-1.1653509,0.394887,-1.1126593,0.37733078,-0.012092521,0.9114028,1.3270469,1.2153884,1.763884,1.1984797,0.07392724,0.07761152,-1.2984353,0.26746398,-0.122632526,1.2301059,1.2156738,-1.9463662,1.8141468,0.17729554
Subject_5,1.4954435,-1.2494824,-0.84120923,-1.0091679,0.17716059,-1.5221068,-0.026828315,-1.0842029,0.102369286,1.1855019,-0.39637625,-0.4058858,0.24062753,-0.17126325,0.02547856,-1.4200082,-1.4311264,-0.33136714,-1.5810679,-0.29951838
Subject_6,0.15129295,0.071608536,0.4637369,0.54644287,0.026591318,1.6169169,-1.9979953,0.65201694,1.800278,0.21204965,-1.0935891,0.30115142,-1.4737417,-2.3626976,1.0756124,0.060750175,-0.07844903,-1.4132822,0.38339612,0.06198854
Subject_7,0.62759095,0.2054872,1.2979258,-0.84730613,0.8345042,-0.3048089,0.37718445,0.49126995,-0.7422702,1.0879481,-0.20998055,-1.3988391,-2.6975746,0.7411794,-0.13903113,-0.7768588,-0.40009567,-0.3424639,-0.73978454,0.5327364
Subject_8,-0.24186392,0.5673136,-0.6610776,-0.06762237,1.235006,-0.024285648,0.8067923,1.3329839,0.66410995,1.1263387,-0.09304221,1.7247207,-1.0218854,0.9114348,-0.7095341,0.19209832,0.18889283,-0.06577106,0.3171045,-1.1975408
Subject_9,0.65269786,0.33784953,0.9905784,-0.73221844,0.33834937,-1.3884255,-0.31185666,-0.7533028,-0.98883224,-0.18983017,2.2701926,0.8229391,-0.72476226,1.4267591,-0.123463675,-1.7359868,1.4739572,-1.206009,-1.1840934,-1.8474414
Subject_10,0.6391217,-0.15578468,0.5330881,0.072572574,-0.09113185,-0.836338,-0.49612203,-1.6841611,-0.4608425,-2.0162404,0.15650329,-0.9013547,-1.3010253,1.2543631,0.8278754,-1.006125,-1.2539618,0.4571153,-0.8962811,-0.27947372
Subject_11,0.57862264,-0.8965376,0.051757462,-0.53166354,0.1969718,1.1692268,-1.1712825,-0.88191164,0.31113794,0.6006893,0.21994945,-0.4807413,-1.6265334,0.25592113,-1.46085,-0.65985554,-1.0383769,-1.0437222,-0.9976196,0.6303762
Subject_12,-1.3881627,-0.8903592,-0.49049622,0.43796435,1.9800838,-0.9636259,-1.7270488,1.4567455,1.2921188,-0.04750761,0.8533479,0.21326305,0.092697084,-0.14111425,-0.19206403,2.4188797,0.11288846,0.64902794,0.1385981,-0.89235944
Subject_13,1.0518475,0.9478064,1.3953426,1.3882774,0.068651415,1.9037873,0.60660857,0.14822726,0.9828284,-0.44091162,1.1713809,0.50868267,-0.096575856,0.4033016,0.9435413,-0.7708128,-2.3430243,-0.42715955,0.7036548,-0.36634764
Subject_14,-1.3838327,0.85415405,-1.3171717,-0.3006255,-0.12425192,0.86559916,1.9793909,-1.5141636,-0.88640565,-0.021899806,0.06825057,-0.75380415,-0.3767851,0.92240787,0.085385956,1.4618795,1.0337275,-1.0012561,1.7301656,-0.71976906
Subject_15,0.15132487,-1.0414163,-0.096627854,-0.704734,-2.3632617,0.117347874,0.1469046,-0.16585419,0.17069335,1.2840248,0.24954201,0.2560095,1.0121021,-0.86434203,0.8749028,-0.103651255,-0.23340498,0.50457084,-0.2755736,0.140652
Subject_16,2.0057633,-0.41184673,1.7719821,1.0250393,-0.90731204,-1.736341,0.485887,0.8511246,0.78666496,0.81712896,0.819654,1.3255558,-0.8413379,-0.8107407,-1.2612898,-2.1619427,-1.9524443,-0.6991573,-1.8403443,-0.34418768
Subject_17,0.68069154,-0.00866704,0.4055583,-0.8011218,-0.040994875,2.3182683,-0.21188754,0.43605372,0.82780427,1.1004478,0.54656553,-0.7153854,2.3348098,0.47820228,0.32128552,-0.73948574,-1.2553376,-1.1664066,-0.83568025,-0.7878755
Subject_18,-0.7480982,1.243504,-1.2055444,0.1340428,-0.34529924,-0.58330953,0.5360193,-1.3704513,0.10814677,-0.25864527,-0.1368209,-1.7149817,0.12299416,-1.3487891,0.32847688,0.91774964,0.90654826,0.79537153,1.0520532,0.49973533
Subject_19,0.018516526,-0.8906607,-0.34304774,0.10215191,-0.43193483,0.270433,-0.24019003,0.25633338,-0.5998952,-0.1328608,-0.039756376,0.6637072,-1.5604647,-1.3687307,2.0464313,-0.38667443,0.46827662,0.34863496,0.37883016,-0.17206094
Subject_20,-0.53018475,-0.99128765,1.7356247,-1.8260255,-0.789412,-0.28084463,-0.4491733,-0.09839597,2.1031005,-0.30616465,-0.18018386,-0.85936445,-0.9114264,1.723718,-0.115976006,-1.8393853,-1.7443616,-0.088961154,-2.124585,0.540365
Subject_21,-0.5788393,-0.88557845,-0.64917207,-0.25684327,-0.7626434,0.52390933,-0.5049288,-1.5671115,1.2752962,-0.83404624,-0.471649,0.76129943,0.77558756,1.2629313,-0.43396297,0.39888856,0.78680503,0.077362455,-0.9023642,0.0985882
Subject_22,-0.6980045,-0.3184632,-0.49383384,0.76300764,0.62999856,-0.2541187,1.2286514,0.71828103,-0.21033384,-0.47337723,0.76354325,-0.27045292,0.3599526,-0.847234,1.3867692,1.2609771,1.1481262,1.7253585,0.68228275,1.5879593
Subject_23,-1.4864717,-0.48457226,-0.94879794,0.09543357,0.074866265,0.50179017,-0.8089031,-0.014736157,-0.19111407,-1.1462582,0.12127118,0.10978291,-0.718415,0.025076248,-0.9393071,-0.8063143,0.76722395,-1.3338561,-2.6067765,0.010308636
Subject_24,0.47588807,-2.0999346,0.5884208,-0.4153001,1.3358381,0.1598375,0.49456596,0.8234615,-0.97886455,0.6639001,-0.04127619,2.3041053,-1.5028948,-0.45368436,-0.29481292,-0.8786215,-0.64352643,-0.5288133,-0.90662456,-1.1069776
Subject_25,0.99168664,0.5523148,0.6455908,-1.0743239,0.007840007,-0.5929712,0.74185854,-0.019482927,1.1554718,0.14862128,-0.058876358,-0.06455827,0.09042324,-0.49913174,-0.38891256,-1.0661831,0.8678833,0.2302879,-1.1271205,-0.47696322
Subject_26,-1.730102,2.3187115,-1.2045555,1.7573714,-0.6483671,-0.920069,-0.08473448,0.45068574,-0.7626719,-0.70900136,0.13169308,-1.629685,-2.1984212,-0.116600856,0.05886996,1.2060208,-1.1241795,-0.01657498,1.2343256,-0.26773688
Subject_27,1.1107662,0.73980135,0.738095,1.0048221,0.79000974,0.03809352,-0.5348758,-1.1257923,-0.609898,-0.7625047,-0.59568846,-0.8175041,1.0767207,0.97323304,0.18426147,-0.97571903,-0.086339794,0.1408871,-1.3014591,0.08560991
Subject_28,-0.3188301,0.8072688,-0.5461741,-0.09540642,0.43476146,0.019335894,-1.2451607,-1.0804653,-1.392352,1.8310747,-0.8271253,-0.7541986,0.6701428,-0.5434395,0.8916643,0.839763,0.8001005,-0.7466891,0.56798655,1.5913377
Subject_29,-0.15182017,-1.3993099,-0.43724865,0.20943104,-2.1039987,1.4374304,0.3014363,0.6739256,0.33790013,-1.0247158,1.1336329,0.34964785,0.13730648,-0.14214712,0.4983251,0.29651344,0.2874371,0.49712464,0.45693767,0.7627233
Subject_30,0.7747513,-2.4036343,0.51745075,0.036040045,0.62728286,-0.25248712,-1.4578197,-0.09161281,-0.2889383,-0.15901393,-0.24465592,2.506126,0.86608464,0.09921018,-0.82490534,-0.91598177,-1.4810964,0.07562122,-1.2868586,-0.99964213
Subject_31,-0.7748475,-0.8249805,-0.6426749,-0.22277892,0.06236552,-0.078498766,-1.4716989,1.9559243,0.5278821,-1.7369481,-0.42842135,0.83324075,-0.09256633,0.50567365,-1.4469538,0.7155658,0.5672308,-0.39500302,0.7368204,0.22666667
Subject_32,0.49648687,1.6373166,0.18927713,-1.0729822,1.0944538,1.4392657,-0.7819453,0.5598011,-0.32084826,-0.09275087,0.695753,-0.8403301,-0.56041956,2.5608616,0.10089403,-1.256954,-0.29311717,-0.18849146,1.3441654,0.30361202
Subject_33,0.7937146,-1.0924438,-1.5128872,1.1685256,2.0354981,-0.7695803,-0.25846627,1.0181944,-1.2477071,0.48160055,0.21114603,-0.3771407,-1.2248954,-0.5685409,0.5837193,1.7333667,1.6314634,0.49733767,1.9358428,1.1101221
Subject_34,-1.0209655,1.2859305,-1.5800545,0.21828252,0.0027492666,-0.11207287,-0.1672944,0.3658314,0.009985677,-0.010291347,0.53078085,-1.8759819,-0.6337908,-0.69970024,0.14777109,1.4473767,1.5059222,-0.5594851,1.9963046,-0.37931255
Subject_35,2.0049157,1.2404308,0.6458261,-0.12803237,0.5361142,-0.8279291,-0.31221986,0.008145632,-0.51302296,1.0548649,1.0525231,0.53440356,-0.14961052,-1.2689079,-1.452892,-0.9567312,-0.5176077,0.14629954,-1.1577224,-0.26015797
Subject_36,1.5986171,-0.25729665,1.0405077,-0.81018263,1.7449561,-1.0949754,0.04168262,0.9039266,-0.38485932,-1.7684501,1.48693,-0.35831904,-1.2241545,-0.010527713,-0.6328564,-1.8158667,2.534755,-0.8247937,-1.7202812,2.2453659
Subject_37,0.6324293,-2.0856168,0.6853765,0.5248979,-0.45896062,0.4992804,-0.6399331,0.514509,-0.090365164,-1.0018262,-1.4256296,-2.5772452,-0.72883546,0.9849227,-1.5968903,-0.42727488,0.2077577,-0.34289253,-0.6850467,0.050793163
Subject_38,-0.80813724,1.0683639,0.98559797,-1.3464652,1.0934433,0.9183329,0.29572985,-0.06503555,-0.24879959,1.0800421,-1.0101516,-0.15613267,1.375129,-0.39535248,-1.0321715,-0.8281298,-0.6115139,0.106731504,-1.1400734,-0.67808026
Subject_39,1.2766209,0.78256136,0.70837814,-1.4181132,-0.5370198,1.8827542,1.6810352,-0.867427,-1.0529702,0.32564658,1.2023448,-0.37483603,-0.058266737,-2.2705767,-0.72718793,0.90549326,-1.9191494,0.5940326,-1.288135,0.61328566
Subject_40,0.60598004,0.84068483,-1.7439767,-0.39565274,-1.326989,-0.7049418,0.20589112,0.65794575,-0.18275763,-0.019644491,0.14105037,0.80228424,0.22822623,1.4036502,-2.1375806,-1.3875206,0.18512271,-0.74061304,-1.5444022,-0.7128116
Subject_41,0.82516134,0.89196527,1.7297726,-1.3796545,-1.4640483,0.5285647,-1.0199008,-0.6337315,0.8698989,-1.607858,1.863521,-0.40127197,-0.09971938,-0.4039657,0.68631935,0.47480002,-1.1604741,1.0537387,0.7884756,0.59037966
Subject_42,0.62562096,-0.62081903,0.7778025,0.3612758,0.3154958,0.07198697,0.0050441516,-0.35990742,-0.8355225,-1.3031019,0.32406545,-0.4626468,-1.6024787,-0.03297177,0.97346765,-0.8671171,-1.1494857,1.0140619,-0.72992593,0.39008355
Subject_43,1.4802684,1.2735018,1.9243644,-0.404805,-1.797379,0.36272582,-0.36616343,-0.27441314,-0.29392737,1.6623192,-2.6946278,-1.1594431,2.220773,-0.95388764,0.99251854,-1.2624825,-1.1031206,-0.68585616,-0.9876095,1.481179
Subject_44,0.22269708,0.7003345,-0.3197301,-1.4668823,-1.5857189,-1.247488,0.3091542,0.14046876,0.35619107,-2.0219138,-0.19598334,-0.4398934,0.45074606,-0.30831456,0.5226349,-0.07042153,0.005860626,0.40974525,-0.049250342,1.6610911
Subject_45,1.2478079,0.39213547,1.4893782,-1.756003,-1.3158062,-1.0820055,2.0793839,0.4753607,-0.7033015,-1.0170153,-1.9318697,-0.73932993,-1.0206554,-0.48720133,-1.1827723,-1.1923317,-0.660919,0.17884646,-1.1166711,-0.82509816
Subject_46,1.4044335,1.1346896,0.91280115,-1.2016736,0.33236912,-0.7860503,-0.9783613,0.04354993,1.6870586,-0.9062933,-1.0498927,0.59796447,1.3532453,-0.69007945,0.1168701,-1.2698627,-1.9867306,0.11950974,-1.3728552,0.13834088
Subject_47,-0.56239206,-0.5059162,0.27909943,-2.3245902,0.10775641,0.107059404,0.36922,0.5622919,-2.3167915,-0.04939868,0.040755484,-0.5628738,0.6368388,0.15865678,0.04682976,-0.7214696,1.384778,0.034376834,0.46808177,-0.8357545
Subject_48,-0.1373826,-0.04932996,0.31327263,0.6287211,0.4479532,0.084545046,-0.31993592,0.70660293,0.5053099,0.4536563,0.6735968,1.3903365,0.86569846,-0.369138,-0.60909575,-0.99246114,-0.8844483,-0.5688037,-0.59955883,0.97211653
Subject_49,0.573713,0.20794521,0.011120258,-1.6655174,-1.5066782,-0.074463196,-0.020480713,0.7342493,0.1256569,0.5862581,-0.048999164,0.47774547,-0.6033593,-0.39390305,0.24129349,-0.34842628,-0.10848717,-0.12311043,1.0416378,0.34225988
Subject_50,-0.11177025,-0.98484766,-0.66543996,-0.98923403,0.050714266,0.8087432,1.424171,1.2269776,-0.31536445,1.4739246,0.68173695,-0.92654634,-0.52702373,0.8776821,0.1816944,-0.114739306,0.818886,1.7853482,-0.26884553,-0.79650635
Subject_51,-0.19433628,-1.3450626,-0.16185687,-0.5620481,-0.072726965,-0.48947608,-0.038187303,-0.75678355,-1.6199881,-1.4389048,0.5143412,0.7872386,-0.17143504,0.28293523,0.5364499,0.3805512,0.07682424,-0.19974439,-0.82034886,-0.26285172
Subject_52,-0.02850815,0.6054635,-0.3808695,0.77030843,-0.95263755,0.0070523187,-0.24793491,-0.029028924,0.19540733,0.48497927,0.015599432,-0.9115734,-0.46618184,-1.2556186,0.23829427,0.30496716,0.39067775,0.6593569,0.59792256,0.16990925
Subject_53,-1.2822107,-0.31077775,-1.3283083,-0.9558653,1.5669987,-0.56481934,-2.152061,-0.31592953,-0.013609875,-0.48035666,0.6284351,-0.25063878,0.51788604,-0.39716467,0.07834152,1.331773,1.1686046,-1.7371049,1.3540041,-0.53236383
Subject_54,-0.46428558,-0.5868408,0.028456587,0.70678115,-1.1351777,0.59218234,0.7822649,-1.6561805,0.66919935,-0.44080108,-0.5543898,-0.5119439,0.24930215,1.9987496,-0.3195269,0.3469397,0.045384403,-0.10819667,0.3086673,0.57939833
Subject_55,2.2904594,-0.8809676,1.9146369,0.023598518,0.052631557,-0.62037075,0.48838064,0.7651414,0.64267814,-1.7563485,-0.1311322,-0.7412921,0.30391502,-0.7932084,2.633571,-1.8846778,-2.4346364,-0.78289384,-2.19363,-0.062747754
Subject_56,-0.31780243,-0.025604963,-0.24182338,-0.04072045,0.0584791,-0.42804205,1.1126056,1.8288211,1.1791017,0.21445756,-0.32964382,1.1915853,0.6407495,0.26692742,0.5947653,-0.027133068,-0.33402228,1.8074752,-0.30187523,0.08220304
