Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
-1.2683523,-0.34963483,-0.31606,-1.24592,-1.5026397,-0.37291127,0.46562734,0.5453098,-0.01085109,1.08218,0.7708894,-0.27463213,-1.9019959,1.2049485,0.28576198,-0.18931648,-0.034419347,0.4148682,1.0346999,-1.5708721
-1.6466949,-1.3083768,1.7153308,1.3992424,-2.5872283,0.7637828,-2.310966,0.029062634,1.2248014,1.3166312,-0.4164906,0.1713118,-0.60759044,-1.798134,0.18906088,0.9147166,-0.53614557,2.5862246,-0.19438024,-0.36894125
-0.0041372203,-0.9216074,-1.6498086,-0.5545478,-1.3000858,0.037221003,-1.1295805,-0.50271964,1.224998,-1.187415,-2.0335672,-0.6821589,0.3726346,0.23559815,0.7041723,0.5497494,-1.1107132,-0.60817647,1.19599,1.8932117
-1.1247855,0.616361,0.054731257,-2.220763,0.68449503,2.172204,-0.79796803,-0.50104547,-1.9294462,0.10661673,0.9338828,0.6754177,-0.5843511,-0.82917506,-1.6643766,-1.3808128,-1.5973363,-0.7202055,-1.2055781,0.8579684
0.3392339,1.0394757,-1.949288,0.7680251,0.59699935,0.19045743,0.43751395,-0.21692373,1.8373888,-0.60540974,-0.028536724,2.0036817,-0.9293335,-0.6267903,0.11269286,2.0673234,-0.6466961,-0.035052728,-2.9073043,0.71137965
-1.7761426,-0.6730947,0.21482997,-0.444681,0.45593274,-1.3664824,-0.6595573,-0.7295154,-0.91257125,-1.3795574,0.6968915,0.31073064,-0.14469104,-2.1424458,0.3254426,1.6470624,0.59759253,-0.093988486,1.4060444,1.1846097
-1.3954363,1.8567872,1.3944122,-0.117166854,-1.7820305,-0.10032648,-0.78099686,-0.7602299,-0.14378145,-0.2257835,0.731528,0.3751543,-0.55549264,0.09383203,0.55328333,-0.45109972,-0.4585391,-0.5928486,0.34982443,-1.3179965
-0.77691317,0.6565792,0.64259094,1.0287824,-0.12765406,1.3162335,0.8356077,-0.76677096,0.3900316,0.07618045,0.8907161,1.6090878,0.47052765,-0.4043343,1.1219094,-1.348101,-1.7577595,-1.0283345,0.2584574,-0.75653386
1.9692078,-0.71166044,-1.923579,1.3067299,-0.20392668,0.9817321,0.9574134,-0.3262848,-0.30586743,0.30639914,1.3130229,-1.2266301,-0.79930973,1.1592225,-0.61665356,-2.1519365,-0.4104943,-3.2164137,-0.52110654,0.37135747
0.6867565,-0.3415867,-0.330529,-1.5518062,0.257379,0.36952505,-0.24547602,0.7656732,1.7382878,-0.35744774,0.19862033,0.28968278,-1.3720303,0.7256358,0.13711746,1.7983956,0.018203134,-1.1185371,0.48338366,0.94338655
-0.6633099,-0.39790946,0.6709213,-0.5710358,-0.7256795,-0.96485883,0.5513694,0.730356,1.301192,0.62090576,1.3927252,-0.46304047,0.5750416,0.6973065,0.5341846,-1.0407623,0.4220151,0.29647142,-0.88322866,1.2918769
-0.060578316,0.97730666,-1.1808625,0.40253115,0.08749,-0.14933686,-0.579798,-0.950687,-0.3051186,0.12873407,0.62749636,0.27386248,1.5063657,0.50263727,-1.0617017,0.24924971,1.6569041,0.83879226,-0.4233017,-1.0545616
0.29829353,0.18674716,1.4046758,1.0322104,-1.4187108,0.13473569,-0.8500321,-0.30936748,0.3302746,-1.4368821,-0.9051344,-2.3537054,0.12014838,0.22692193,1.2714037,-0.10239295,-0.16176626,-1.2539768,1.7110581,-0.9194387
1.6769401,0.19056484,-0.08891738,0.6502343,0.28433552,-1.0346519,0.14346166,1.8652925,0.97352856,-1.6848112,0.04110684,-0.16965596,-0.5081949,-0.03820455,0.9025012,1.0140401,0.9398613,2.6223948,-0.005399289,-1.1736442
-0.8054359,0.17415236,-0.9466329,-2.1985304,-0.6520009,-0.6623699,-1.165259,1.0399362,-0.86077976,-0.6373346,-0.66448945,1.7118897,-1.8178807,0.50987136,1.2385705,0.9847567,-0.29105875,0.9320618,-1.7488137,1.1840388
-0.006120335,-0.12712969,-0.9534299,-0.012462068,-0.6757937,0.3812556,-0.95642287,0.17062762,0.044761106,-0.99857485,0.026640678,1.8950653,-0.6509399,0.9071714,1.3684784,1.5278987,-0.93928105,0.13128339,0.6971338,0.61423796
-0.90109766,-0.18226472,-0.38412654,-1.204283,0.60585636,1.0031004,0.68264043,0.30467072,-0.24732412,0.115678355,0.37507626,1.1187847,0.5879767,0.12337198,0.46511847,0.34008038,-1.7875475,0.60313547,-0.5185367,0.6642768
