Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
Subject_1,-0.21814947,-1.6024537,-1.0174066,-1.356804,2.6529274,0.7410403,-0.06821766,2.2348297,-0.18025826,1.2933226,0.614773,1.1676872,-0.2555245,-0.29534656,-1.9581388,-0.47189718,0.42526415,0.40299782,0.51651895,0.3565939
Subject_2,0.3878508,-0.7297671,-0.10530974,-0.9488803,1.3223332,0.14058214,-0.40610975,-0.038170595,2.0345511,0.76535034,1.7024442,-0.50272465,-0.37571806,0.7292158,0.1789061,-0.06339329,-0.6351942,-0.0658956,1.0213989,-2.4272654
Subject_3,-0.30026156,1.0090818,0.24429062,1.8223698,0.33314332,-0.1061818,-0.60241866,-2.0431404,1.7233942,0.031642765,0.10261492,-0.71965134,0.16060603,1.1378484,-0.33668554,-0.9223853,0.81151974,-1.0021602,-1.6412712,0.6205441
Subject_4,2.5046701,-0.82067835,1.280157,-1.1655598,-0.124921575,-1.0160763,-1.9888794,-1.6839154,1.8497136,-2.1345258,-0.9217542,1.840443,0.15848948,2.0607786,0.9845402,-1.0294819,-0.6668895,1.0998183,-0.1274181,-1.0329932
Subject_5,1.002694,-1.0473137,-0.12708184,-0.22389889,0.16893664,-0.8706993,1.9264207,-0.13450952,-0.6303472,0.091344446,1.670301,-0.42393664,-1.0049659,-0.09591084,-0.3882217,-0.40547577,1.620527,-0.8231395,0.10406242,0.4714855
Subject_6,-0.21398066,-0.15237832,-0.66031,1.0037217,1.3068492,-1.0087793,1.2221054,-1.3752183,-1.5211539,0.8897542,0.68481445,-0.3255447,-0.22670849,0.096908085,-1.6335841,-1.1084336,-0.46974096,0.8124611,-0.5303261,-0.70756453
Subject_7,-0.90659815,-1.5668616,-0.90083236,0.2635423,0.99201447,-1.1586072,1.0304528,-0.6337018,-0.08973393,0.16768937,-0.5224066,0.5311285,0.104853034,-0.85937726,-0.48825395,1.4906287,-0.087848015,-1.0996051,0.5333644,0.07579305
Subject_8,1.0815123,0.05779613,0.28642818,1.0236801,-2.1681182,-0.1666707,1.5938543,-0.78214127,0.1873498,1.182113,-1.1735588,1.527105,-1.2985973,-0.07756918,-0.05288456,-0.99023473,-0.6419188,-0.5577304,0.28070787,-0.7325727
Subject_9,0.02142458,-0.13024533,1.0056643,-0.22703245,1.4670829,1.1413615,-0.2705202,-0.57809335,-0.25487575,-0.6826987,-0.5449495,0.105573274,-1.4404107,-0.063830264,2.536442,2.034302,0.1694734,-0.8626402,-2.217447,-0.19549611
Subject_10,-0.12105688,-0.9532849,-1.2513154,0.20008688,-0.5313664,0.5796688,0.19947103,1.5322468,0.31336182,-0.33357653,-0.01739816,-0.42940685,1.1926174,-1.1173397,0.21149164,-2.0673919,-1.4666083,0.62191725,1.022369,1.2516966
Subject_11,0.22999677,0.81916666,0.63618463,0.92277,0.21442477,-0.7194489,-0.12066108,2.1683624,-0.5485355,0.43800265,-0.047793847,-2.0863473,1.3577132,-0.041076712,0.9626905,-1.1622761,-0.46915713,-0.4101628,0.6475976,1.4517683
Subject_12,-0.8962356,0.0520629,1.4490385,-0.033455376,-0.03936343,-0.56676424,0.25831014,0.6202512,-1.172567,-0.08643599,-0.27508074,-0.96723074,-0.32006395,-1.3950828,0.21913625,0.4145247,-0.13460831,-0.9283897,1.4225489,1.9167917
Subject_13,-0.009581381,0.39712042,0.94378644,-1.3596948,0.17023216,-0.5341147,1.9231279,0.15730709,-1.3040211,0.7957245,-0.45667532,1.0147713,-1.47779,-0.49256796,-1.2358922,-0.42916748,0.2908573,0.9587432,0.20215847,-0.54877514
Subject_14,-1.0370193,-0.6385915,-1.8660839,0.62904495,-1.2958405,-0.13356067,-0.46930757,-0.9928528,-1.0268427,0.04903169,1.2713783,-0.7620403,0.96325725,0.2901682,-0.41458645,0.07097384,-1.1492107,-0.2300173,-1.1173767,-1.442588
Subject_15,-0.11639445,0.20599157,-0.3477002,0.9308614,-1.8326929,-1.1015037,1.8701532,-0.4916791,-0.45535558,0.35334194,-0.17122819,0.55614495,0.2551765,-0.36090901,-0.0762631,1.1641968,-0.96526086,-1.2848314,0.82043797,-2.035511
Subject_16,0.56034213,0.4420186,0.91550314,0.15984552,-0.9390149,-0.16349857,0.2947871,1.2288423,-1.2048831,-0.7865637,-1.0678681,-0.63807803,0.14652821,-0.74318796,-0.2199382,0.6827887,0.46817556,0.6898344,1.1848214,0.39011237
Subject_17,-0.6190797,-0.1373039,0.9340636,-0.010587697,-2.4298527,0.17953447,-1.2583,-1.4390777,0.53302765,1.1182568,-0.31731722,-1.4027252,1.196391,-0.74840397,0.015697338,-0.32542637,0.1225999,0.6560707,-0.45381775,1.1937091
Subject_18,-0.833998,-1.5041366,-0.22004639,-0.3812764,-0.9312835,-1.7948112,-1.311865,1.3068174,0.77547586,1.526047,-0.8377848,0.31670055,0.26226223,-0.90864563,1.332854,0.04317831,0.93513244,0.50441337,1.477079,-0.5857259
Subject_19,1.3827435,0.7019889,-0.12209764,-2.3455825,-0.83727384,2.2748587,-0.040236015,-0.28659007,0.92490906,0.84847987,-0.4091388,0.7750881,-0.16225699,-0.43077224,0.7120649,-1.4760053,1.5319788,-2.1624005,0.561609,-0.5536191
Subject_20,2.9830832,1.395886,0.93599147,-1.8579046,1.414466,-1.0205878,-0.8698644,1.2600693,-0.354843,0.65185153,-0.28003022,-0.009596081,0.076666504,-1.271132,0.048195533,1.0724581,-0.17319737,0.098623276,-1.4027301,0.9016886
Subject_21,0.69863874,1.188623,0.6836943,-1.3936675,0.20152429,-0.9671633,-0.011216084,-0.5003269,0.37309983,-1.1058807,-0.38662732,1.0478902,-0.6354059,0.58151525,-0.49899897,1.1413059,0.7209387,0.92865825,0.8976748,1.3149112
Subject_22,-1.1399324,-1.4365737,-0.79053825,-0.0531541,-1.8585787,0.29011115,-0.7741634,-0.5179875,2.9049397,0.06427452,-1.3390912,0.3981655,1.8624439,1.0409052,1.8345593,-0.10376115,1.0323222,-1.0456225,0.11562896,-1.1407062
Subject_23,0.15093525,0.8935004,0.84590644,1.5045434,0.44650525,-0.38602853,-0.043051008,-2.1948235,1.9695923,-0.7607127,1.093297,0.34429893,-2.420972,-0.40743688,1.2308254,-0.6765792,-0.65248924,1.9017742,1.5421323,0.43379864
Subject_24,-0.5855786,1.1188492,-0.96807945,0.54052573,-0.45405456,0.15545215,0.2648401,-1.1815697,-0.5172885,-0.63883364,-0.083794475,-1.2005552,0.46022823,-0.06540787,0.16283354,0.108518206,0.39045087,2.554088,2.4621563,-1.7766806
Subject_25,-0.7573618,-0.0416991,0.26372665,-0.60186744,0.008346776,-0.5578733,0.8730912,-1.7297999,2.6574955,0.43731034,-0.46919933,-0.3341528,1.6040363,-0.38406143,-0.17371619,-0.88518333,0.34790477,0.3230574,-0.21182175,0.32033417
Subject_26,-0.16143565,-0.81095695,-1.7564431,-1.1657859,1.4178507,1.7430485,-1.9086148,-0.2209559,-0.9751227,0.76849383,-0.66435003,-2.2344112,-0.3117868,2.1556656,0.7721688,-0.31013077,-1.3585256,0.7331883,0.45183173,-0.7165291
Subject_27,-0.16554768,-0.050759617,1.2886717,-0.18537891,-1.3626562,0.86306673,0.2277742,-0.2703154,1.101638,-0.41836333,-1.8376518,-1.9734652,0.9972753,1.2355855,0.5566444,-0.5182837,0.95332795,-0.9037236,-1.1707859,-0.613981
Subject_28,-1.8254961,0.9014632,-0.35108,0.7190055,0.6755311,1.0541025,-0.1544686,0.7424711,1.314938,0.104719035,-1.8107959,0.32695416,0.1044382,0.22076127,0.91496176,-0.54855216,0.7007314,1.295476,-0.64717406,1.1300235
Subject_29,-0.70583373,-0.33162516,1.0816259,-0.5907614,1.0226886,-0.35812652,0.77525616,0.9819416,-0.14635159,-0.15900677,1.281056,-0.015841637,0.9074669,0.6397489,-0.39810726,-1.105243,-1.7131535,0.22909664,0.78840595,-0.14414927
Subject_30,0.40910897,-0.26098365,-0.85343987,-0.12608956,0.8183241,-1.6117911,0.8415141,0.6915723,-0.53445053,0.6255527,0.9878013,-0.4236903,-0.033555917,0.8581826,0.4498334,0.27883136,-0.80670637,0.81756467,0.5622519,0.52745914
Subject_31,-0.24071045,-0.008622604,0.3867929,-0.08968155,0.25592807,-2.043489,0.21055534,0.93173635,0.5211033,0.023402132,1.1157801,-0.093517706,0.2987908,0.865664,-0.066497825,1.5120866,0.31173652,-0.15113926,-0.15309583,0.5666953
Subject_32,1.3226774,0.5117093,-0.95908856,0.5873092,0.6998649,-0.5011434,-2.1347613,0.51990986,1.6997217,-2.0436492,0.45400697,-1.1948287,0.26255906,-0.5653444,-0.54635,-2.0580766,0.930282,0.38272125,0.13005057,1.1075937
Subject_33,-0.2436375,0.2580651,-1.6107496,0.5863918,-1.5464718,0.6416721,-1.3894014,-1.5700622,0.2545789,1.0953423,-1.0457531,-1.7377222,-2.2751663,-0.66809255,-1.3808631,1.0868646,-0.8207452,0.9036316,1.4895189,-1.5040997
Subject_34,1.1970837,-0.9194926,0.19675541,-1.0621864,-0.11913965,-0.8165299,-0.18667242,0.10494895,-1.0817424,-0.26933315,0.57525086,-1.4047897,0.7693358,-0.753006,-0.9378888,-0.47922394,-0.93965507,-0.8131539,-0.16280524,-0.40513897
Subject_35,1.3154675,1.1315069,0.67703474,-1.4091492,-2.0327318,0.46936312,-0.14083357,0.7208759,-1.5498613,-0.6145672,1.579143,0.9376268,-0.72214574,-0.043264296,0.23118353,0.4166025,-0.078550205,0.39550033,-0.47801724,0.049460165
Subject_36,2.7960272,-1.2601918,-0.882058,-0.1313935,-0.92130524,0.6217863,1.1991808,-0.3248817,0.21674383,-2.807135,0.10150441,1.2411519,-0.2677159,0.5352737,-0.38100293,-1.3948207,-0.34336174,0.41512036,1.9828784,1.6147615
Subject_37,-0.32159013,1.1622028,0.93776685,1.7206342,1.8337692,-1.5664767,-0.44206646,1.3997042,-1.3556364,1.2226155,1.0000491,0.9488112,-0.49858633,-0.33058164,0.29238775,-0.6727831,-1.4021946,-1.5443623,-0.7840821,0.7392248
Subject_38,-0.18759744,-0.14708997,0.7814161,-0.114503175,-0.3324748,0.40580937,0.041292056,-1.3866988,0.82654685,0.77852863,-0.85632265,0.9494944,-2.067251,0.20812628,2.000882,-0.4234969,1.1459473,0.049709406,0.49526766,-0.13098004
Subject_39,0.76017797,-0.89983827,-1.0823759,-2.8641062,1.1873032,-0.10392783,-1.7918925,0.6014934,0.14241762,-0.019493444,0.57673013,-0.10076882,0.45740196,0.40356237,1.0779372,-0.19931349,0.86902905,-0.4078939,-0.7712793,-0.17866905
Subject_40,-1.2788785,-2.3140829,0.09374926,-1.0391122,-0.38264394,1.2004302,0.867901,0.39535168,0.50882816,1.8148564,-0.9980316,-0.61251456,0.5136842,1.2770239,0.12049102,0.79558283,-1.1567851,0.46335328,-1.2421144,-1.2007471
Subject_41,0.052043904,0.9800633,0.38907126,0.19648227,1.9352155,0.66209614,0.4446455,-0.3907192,-0.25038397,-0.29129907,-0.52482414,-0.8389546,-0.13706751,-0.2813966,-1.5721427,0.88618046,-0.19316578,0.0017383792,0.09126203,-1.3713565
Subject_42,-0.38703656,0.60022783,-0.24913834,-1.0669737,-0.018369377,-1.172964,2.1402295,0.7377819,1.1791252,-0.0043077716,1.7784742,-0.92590576,-1.0367749,0.43613237,1.1621969,-1.1511656,1.5061591,1.1180884,1.5102323,1.2847617
Subject_43,0.3596786,0.32953113,0.66822135,0.02765192,1.0061239,-0.7402135,0.63602895,-0.44973624,-0.1475097,2.0434246,0.74077207,0.3670007,-0.27443132,0.9420602,-0.25805223,0.23968792,1.2749673,0.6840565,-0.18639867,0.1436769
Subject_44,1.724381,1.4050435,0.9335181,1.320554,1.7806747,0.7726551,-0.6626075,-0.3256378,-0.99941653,-0.053468917,-1.0617303,-1.4282659,-0.29799235,1.1207578,0.82413775,0.49138418,1.6838456,-0.44196066,1.2059623,0.5266358
Subject_45,0.09835961,0.8534711,0.2312024,0.59151834,-0.34237573,-0.33962753,-0.37742266,-1.37685,0.35782716,-0.79803956,0.41791567,0.73554224,1.7692746,0.76437306,0.5439352,-0.31682622,-0.55203307,0.86843383,1.2876918,-0.92928416
Subject_46,0.30833563,-1.2657839,0.16880994,-0.2673138,0.63108855,0.9595115,-0.018082267,-0.33058637,-0.900282,0.3844422,0.21909557,-0.33748746,-0.9184302,0.69036233,-0.6647258,-0.91256654,1.7743763,0.22633544,-0.611767,-0.033139523
Subject_47,1.2290943,-1.7506222,-0.9468968,-0.5463125,1.5339029,1.5005884,0.14529198,1.3640491,0.512718,-1.0448802,-0.20670968,0.47314677,-1.6606184,0.6025143,0.056384634,-0.014391404,1.3280013,0.32515246,0.35645452,0.4101647
Subject_48,1.609342,3.3893583,0.5696592,1.8802835,-0.57687014,-0.93338585,1.9855335,-0.21049632,0.3696305,0.9575358,0.65428,1.3546141,1.2712394,0.632065,-1.7073121,0.025271986,1.2816299,-0.22108084,0.4823927,-0.17466848
Subject_49,3.4381983,-0.9659216,-0.46414003,-3.7916028,1.3479466,-0.4815195,-0.5360377,1.4839699,-0.42027155,-3.3813267,0.5986129,0.25060356,-2.3286207,-0.051547635,2.26524,2.7541203,1.5594035,-0.033318482,-0.8663538,-0.85326034
Subject_50,-0.35657528,1.0378749,0.95929426,0.12920071,1.0744994,-0.36244667,0.022894325,0.19618419,-0.38861898,-0.7692253,0.053864002,0.60582316,1.0961831,-0.37329754,-1.0057304,-0.24695075,-1.0631123,1.3609048,0.5492012,0.43829784
