Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
Subject_1,-0.6335504,-0.082366176,-0.6901347,0.5521821,-1.9882394,-0.09262442,1.1143246,0.22288764,0.3864628,-1.4134781,0.13316573,0.4697891,0.49523622,0.37991795,-0.44695765,0.0036124985,-0.44032848,0.7525683,-0.0992823,0.43159
Subject_2,-0.24297166,-0.281017,-1.418656,0.47911698,0.633131,0.1522438,0.01952499,-1.2730174,0.3445937,-3.060837,1.3320262,0.21142656,-0.6593298,-0.112941794,-0.35558715,0.2809734,0.9168701,0.15295182,-1.4091249,-0.5438669
Subject_3,-0.29927704,0.16072233,1.7870296,0.42437565,0.7097177,0.05636369,0.807615,0.24346218,-0.50957525,-0.24448131,-0.11701963,-1.3363982,-0.47147837,0.19745624,-0.32337236,-0.769468,-0.58508223,0.46919128,-0.24759454,-1.3613802
Subject_4,2.2140799,-1.9016187,0.19945654,0.80113244,0.7295068,-0.94421613,0.5593593,-0.12073156,-0.66724503,-1.0918355,-1.0348701,1.5706836,-0.58512294,-1.2821498,0.38814455,-0.3384875,0.22284971,-0.2928873,0.59100163,0.43056127
Subject_5,-1.7711798,-0.20837604,-0.945878,-0.22082245,1.3912848,0.9576478,-0.9310913,-0.9913091,1.2778902,-0.19589764,-0.89596623,-0.527756,1.8552363,-0.5561895,-1.3103145,1.3401169,0.29212657,0.93091375,0.012833784,-0.6244752
Subject_6,-0.637173,1.0794075,-0.39465588,-0.9690841,0.8537197,-0.2913038,0.19372147,0.14987646,0.32906073,-1.1782773,-0.30568022,0.004958443,-0.45391613,0.56377167,-0.89546144,-0.3442903,0.1951148,-0.5344968,-0.5836773,-1.2655288
Subject_7,0.43497205,-1.1924458,2.3714275,-0.8487455,1.4333352,0.3934436,-2.2100601,-1.2158812,1.151702,0.30740637,1.6590911,1.1911541,0.21329463,-0.34008574,0.2467585,0.32873428,0.057009704,0.5997175,-2.5753472,0.31616572
Subject_8,-0.21509415,1.2346069,-0.4640111,0.7062189,0.41544905,-0.26313066,-1.6144296,0.3324301,-0.19072714,0.25362366,-1.0320641,0.5092031,0.034522094,-0.07103425,-0.13163343,-0.25844944,-0.3875212,0.102684125,0.3678892,2.3240104
Subject_9,0.2102327,-1.1672336,0.7348007,0.16619338,0.28925803,0.30328557,-0.20176764,-1.0972787,0.856402,-0.12969412,-1.5396533,-1.1804928,1.4413385,-0.42283002,-0.6857484,0.17113343,1.1181687,2.8142364,0.32576305,-0.3726126
Subject_10,-0.035612825,-1.606853,-1.2195667,-1.751248,1.159776,1.3556913,-1.1776131,0.555399,0.25401455,-0.82095647,-1.804302,0.11743612,1.1338109,-1.230905,-1.4727348,0.4897319,-0.5555814,0.28059053,-0.082231514,0.16220568
Subject_11,0.854324,-0.91582716,0.55856407,1.9468389,-0.7804579,0.15164973,-0.36522275,1.14005,0.48795035,0.10847876,-0.7465357,0.2931111,0.81243104,-1.671714,0.59298277,1.134275,0.48052797,-0.7530077,-1.1320528,-0.13532318
Subject_12,-0.45674247,-1.4267431,-1.0151156,0.17126688,-0.65969807,0.89240605,-0.90165675,0.31961903,-1.0726347,0.09880941,-0.092142105,-2.2096524,-1.2041042,-0.9290204,1.0024995,-0.3991053,-0.699664,-0.75493664,0.4683659,0.8747118
Subject_13,-0.46200553,-0.12919779,-0.78771156,-0.7409557,-1.3751541,0.6119919,1.2648175,-1.0761563,0.46267158,0.14874619,-0.672423,-0.6805638,1.3200043,-0.36604488,-1.3926884,-0.10232772,-1.3182822,0.27434626,0.82381344,-0.9117401
Subject_14,0.60358137,0.12929271,-0.9848176,-0.33008292,-0.5445414,0.37178418,-0.4630013,0.29218832,-1.3862507,-2.0209742,1.3742899,-0.69642055,-2.0022871,0.70451355,0.4554478,-0.3363531,-0.67912066,0.6099729,-0.87461853,0.5307793
Subject_15,-0.030991526,-0.45898932,1.6784916,-0.22917505,2.2327385,0.28102264,2.0569777,0.71297586,1.1959608,3.1484106,1.8022331,-0.40080586,-0.91068196,-0.49200705,-0.7887839,0.5700229,0.15352699,0.56103975,0.5140451,0.5313983
Subject_16,-1.7533195,-1.3327184,-0.43886954,-0.8090221,-1.9265255,-0.6272528,-0.7210938,0.47451967,0.35988355,0.975864,-0.28078163,0.006802427,1.0338691,1.2072947,-0.12601507,-0.1896342,1.4569287,1.1014836,-0.8040126,-1.4411755
Subject_17,-0.025612075,-1.0836021,1.4622849,0.60017496,-0.7182867,0.94490194,-0.019058542,-0.60835975,0.059718132,0.3701729,-2.038513,0.4694285,-0.12115876,-0.89612937,-0.17360461,-0.73776025,-0.14655934,-1.0870905,-0.16344886,0.2961691
Subject_18,-1.491215,1.1306076,2.1106808,0.92798036,1.2143886,1.9188689,-2.0004158,1.7314596,-4.1093116,-0.8010847,0.6447582,0.726128,1.426792,2.2233517,1.1950632,0.27483937,-0.3331106,-1.4253039,-0.2942547,0.7485553
Subject_19,0.36758992,1.283599,0.19254224,-0.4459242,1.5522618,-0.120490335,-0.68617326,-0.83511376,-1.5875181,0.670245,-0.912134,-0.904662,1.6980478,-0.23006892,-0.545747,-0.9790903,0.62386954,0.8509578,-0.52012,-0.35953647
Subject_20,1.0364083,-0.8705264,-0.3251687,0.22844738,-0.068929985,1.3598971,0.22493683,0.33324772,0.5620239,0.9021517,-0.5593597,-0.6760353,1.7098837,1.486555,-0.37044796,0.046051446,-0.9766756,0.3279949,1.447691,0.15500374
Subject_21,-1.125296,-1.8288985,-0.74079883,0.47834373,0.6723573,-0.77285635,-1.1071235,-0.4936788,-0.40782568,-0.2782957,-0.44000652,0.8122669,-2.4707842,0.09936699,-1.3958011,1.7336451,-0.64986664,-0.4911107,-0.727608,1.2930422
Subject_22,-0.22303025,0.5313135,0.7258335,1.1390672,-0.56795627,-0.73377246,0.51828045,0.42169785,-0.3868255,-0.38150823,-0.2960654,0.33565986,1.0292326,0.2036515,-0.6815619,-1.1123205,1.1066474,-0.30217344,-0.059339244,-0.7884734
Subject_23,1.1576716,-0.43003184,-0.5200129,0.29238763,-0.2315211,0.05791645,0.20286502,0.73272943,-0.7171607,-0.014376761,-0.4510014,1.0430002,-2.578391,-0.6057169,0.15893614,-0.44365367,0.56432873,-1.1989117,0.47558662,2.2571921
Subject_24,-0.77285206,-0.20026885,0.24940994,0.39989036,1.2638916,0.32424846,-0.17986491,0.408232,0.20606995,0.2675021,-0.53017324,0.20343222,0.5367157,-0.93890995,-0.4089004,-0.26897976,0.40423417,-1.3892055,-0.02337973,-0.80131954
Subject_25,-0.6230846,0.6477599,0.5315326,-0.14722122,-0.9766385,-0.24060613,-0.12464211,-0.16863184,0.42831403,0.7543191,-0.9155781,1.77254,1.7325029,-1.096656,2.0297666,0.72647613,1.4633248,-1.5753236,-2.0011728,-0.18007044
Subject_26,0.7619639,-0.9222508,-1.4049709,-0.62499195,-0.48872855,-1.3597806,0.29721305,-0.39854082,-0.839919,0.37907076,1.6548121,0.23649251,-2.043741,1.8310978,1.5328895,0.7004162,-0.2387574,-0.3323902,-0.2644921,0.17023453
Subject_27,0.105555266,0.37820816,-1.9383961,0.87723565,0.26113364,1.1175416,0.96962345,0.28154227,0.91011333,-0.72608286,-0.34958333,-1.3023106,3.2882388,1.1331233,-0.76652694,-0.33086315,0.5444159,0.43884492,0.7784968,-0.6987197
Subject_28,-0.4403351,-0.14995125,-0.12020649,-0.67457,0.63021183,-1.2355269,-1.3506441,-0.3342616,-0.34312811,0.58999866,-1.4622656,-1.8630661,-0.85599643,-1.0127996,-0.90189517,2.6468422,0.57332903,-1.2725554,-1.06385,-0.35086662
Subject_29,-1.1776693,-0.1261346,1.4225109,-0.36073843,-0.5888676,-0.0073584127,-0.5064255,-0.49103007,0.05403146,-0.41217372,1.0057309,1.3597432,0.021855786,-0.12469192,-0.45730186,2.383402,1.9696355,-0.517175,0.12534267,-1.2379885
Subject_30,-0.9737252,0.48950037,-2.0615227,-0.50756097,0.78165764,0.4429765,-0.7075498,-0.09476293,-0.93410933,-0.078372,-0.5966644,-0.51211107,1.1041993,-1.4711591,0.6274654,-0.5572975,-0.06490541,-1.2023119,-0.04620755,1.5034795
Subject_31,0.7591978,0.71627975,1.3173076,-0.3721081,-0.17233361,1.8458407,1.5174441,-0.38609096,0.39103553,-0.44165924,0.3033594,-0.16740085,1.5085162,0.07201138,1.0948269,-0.029323274,-0.16773023,-0.7505558,-1.795415,0.009083467
Subject_32,-0.086460255,-0.73636657,2.0669284,0.577845,-1.6433291,0.4600103,1.0934415,0.41633955,1.1985848,-1.0887911,-0.9595479,-0.09092168,0.7989859,0.96423095,-0.94430494,-0.3127018,-0.056633838,0.96256155,0.90114313,0.18645999
Subject_33,1.0778245,0.45962343,1.2751445,0.30022228,-0.55050546,-0.90985894,-1.1310687,1.8297848,-0.66164935,-0.22095846,0.558354,0.5517089,-1.0557783,-1.2186664,0.58494943,-1.1070246,-0.8520016,0.2933331,-0.020013727,1.5379661
Subject_34,-0.759504,1.5020078,0.112329006,-0.81377196,0.23847306,-1.2773358,0.10444259,0.13020927,0.663461,1.6051947,-1.4464552,0.8734191,-1.3385063,-0.732786,1.8117131,-0.5819908,0.06109477,-2.3351722,-0.6324337,0.11074091
Subject_35,-0.6476851,0.55104595,-0.36734197,0.9933956,-0.46021557,-0.052102096,0.09317448,-0.8907422,0.51518464,0.71376956,-0.15636462,-0.37175992,0.75160724,-0.10018114,-2.162373,0.36922878,0.38301972,-0.73599297,-0.8712716,-0.89535546
Subject_36,-0.5043551,0.6117308,1.8724011,0.5407895,-0.9693271,0.9075051,-0.36236885,0.092370175,1.0596035,-1.2639459,0.8102773,1.4969438,2.5715625,-0.8572804,0.84193736,0.037032276,-0.6861245,-1.55998,1.4601706,1.611055
Subject_37,-0.6455268,0.12236438,1.3825511,-0.6493087,0.12519473,0.9468235,0.028069777,-0.5225516,0.15426123,1.2419204,1.0267613,1.3551196,0.3928987,0.82787347,0.6017362,0.32400215,1.2357472,2.6282475,1.393639,-1.5450647
Subject_38,0.27296883,-0.4727285,0.9561646,-0.0662935,-0.9697573,0.73494226,-0.1660458,0.93157494,0.70657474,-1.7071993,1.3106354,-0.9454885,2.161088,0.88497996,0.7504347,-0.3876711,-1.4887365,-0.88887167,0.2921156,1.2964544
Subject_39,0.72556925,1.4179604,0.42112193,1.5147834,1.6433154,-1.0713338,-0.5754142,0.0050759926,0.91602397,-0.22112595,-1.3121653,0.35540742,0.82072663,0.38818485,-0.5200565,0.22867025,-0.015344186,1.7209363,-1.7927295,-0.7738706
Subject_40,-0.80060315,0.36804938,-1.928562,-1.783047,-0.5087221,-0.23319668,-0.6783156,0.50070995,0.038283486,-0.94768494,-0.6693879,-1.8990083,0.31011003,-0.30809626,1.164636,-0.189993,0.18020828,-0.34330735,0.72407144,-0.7328695
Subject_41,-0.32569847,0.48418912,-1.488971,1.0834265,-0.9456659,-0.34469905,0.72614557,1.1581079,0.041938007,-2.2836132,-0.1420016,1.7293456,0.73745364,0.16452342,-0.050238974,-2.1193364,-1.674125,1.6101516,-0.6545057,0.34073412
Subject_42,1.449309,0.26741293,-0.8216563,0.2552213,1.0633684,0.4907061,0.15611182,-1.5693123,1.0163957,-0.41888008,0.8137526,0.19608895,1.7591337,-1.1863457,-0.33321863,-1.6749604,-1.6863271,-0.05794716,1.8877022,-0.44388607
Subject_43,-1.1692446,-0.20786701,-0.9053691,0.09454302,0.46923777,-0.5687771,-0.919573,-1.4505463,0.47556722,-0.4411631,0.7490381,-0.26210958,-1.6927363,-0.042884022,0.8602125,0.5534737,0.41479376,1.2365487,-1.0387398,-0.9752777
Subject_44,0.25479722,-0.19746815,-0.4550301,0.55069035,0.36415696,-0.28152847,0.2851402,-0.35464033,-0.10984214,-1.5953168,1.0255713,-0.3267709,0.90473557,0.21127866,-0.11036695,0.10440802,-1.1743313,-0.5425501,0.10202394,-0.008981787
Subject_45,1.717873,-0.14724977,-0.011844327,-0.6622058,0.69433296,1.6915816,0.068613395,0.33030197,1.470809,2.6631894,-0.8017991,-0.92446375,1.655329,-0.6812994,1.1767747,0.52510685,0.5978684,-0.21836281,-0.32414135,-0.74560815
Subject_46,-0.3605655,-1.4508134,0.19540031,0.14006534,-0.578304,0.81346375,-0.6558894,0.80898136,0.37571174,-0.04981703,-0.90387493,-0.6505189,2.9025931,-0.29764247,-1.219007,-0.36614975,-1.2046806,-0.6194753,-0.47581673,-1.5794206
Subject_47,1.3222624,-0.57943267,-0.84858215,0.10173923,0.8288787,-0.4611724,-0.5605965,1.7858574,-0.3624803,-2.3462195,-0.5638698,-0.57975894,-1.1702458,0.38567752,-1.1454655,0.11537509,1.5461361,-1.4779174,-0.14192258,-1.8525381
Subject_48,-0.20793019,0.36638725,0.70581466,0.1346479,-1.1509197,-0.05377062,-0.68060577,1.0405977,-0.5782341,-0.7772593,1.1449744,-0.31137675,1.3459505,0.22507243,0.88283193,0.994631,0.6428719,-0.87104136,0.94539654,-1.4565573
Subject_49,1.3381827,2.1055176,-0.12938085,-0.48269904,-0.6390346,0.69562644,0.39469302,-0.33045834,0.29237747,2.1685026,0.3672447,-0.015290612,0.62289107,0.7176295,-0.058265127,0.5200998,-0.57694095,-1.629689,-0.7660535,-1.485816
Subject_50,0.14157014,1.1970773,1.3893499,1.409597,0.09448207,-1.0305709,1.2353613,-0.84955007,-0.59746605,-1.128786,-1.5566344,-0.8705987,-1.9988095,0.4436292,1.1997138,1.1999152,-1.0307838,-0.24264018,0.15173261,-0.20699026
Subject_51,0.2852391,0.016329048,1.8163831,-0.3488154,-0.71188843,0.372633,-0.3046192,-0.52369124,-0.30906382,-0.83571,-0.8421438,-0.8154016,0.45353007,0.49941397,0.2531096,1.3965853,0.8698439,-0.09953347,0.2725723,-0.38118246
Subject_52,-0.61263126,-0.16002557,0.8814579,-1.8339287,-0.16136946,0.24304739,-0.10807339,0.67065454,0.86877984,0.7077934,-0.8585014,-0.061540276,0.09564961,-0.4084617,0.66959447,-0.0050311987,-0.2311348,-0.31792024,-0.87667704,1.478678
Subject_53,0.6747381,-1.0190685,0.5541405,0.9268742,-2.2205718,-0.7985834,1.3709117,0.5452506,-0.49632397,0.84024805,1.1351346,-0.6089158,-1.2326094,-1.0382664,-0.086489014,-0.7711584,-0.30289516,0.813274,-1.6739134,-1.4457983
Subject_54,-0.25122565,-0.004242993,-1.4770485,-0.53065044,1.6804127,-0.45322314,0.39928713,0.13230579,1.0200866,0.22937709,1.6411576,-1.1093457,-1.2518129,-0.23980999,-0.67232925,0.043760035,0.758622,-2.654734,0.14252427,0.48977682
Subject_55,0.39949906,0.5067927,0.6237329,0.046723202,-1.3324835,1.1609236,0.55805767,0.5398716,-1.1405747,-0.39088732,-0.9685776,-0.0064865616,2.4244883,-0.11861247,-0.5702281,0.24760947,-0.9674229,-1.2267144,0.25278875,0.15806969
Subject_56,-0.04255442,-1.6804785,0.82998794,-0.22337723,0.68753636,-0.2730664,-0.2147592,-0.34519783,-0.10543802,-0.33287048,0.48787314,0.19836782,-1.6924127,-0.054981317,0.89256775,-0.5869761,0.4153366,-0.5619609,0.7862527,0.34902436
Subject_57,-1.1536344,-0.22614133,0.5004402,1.2576119,1.6019253,-0.06067751,-0.1628555,0.59207654,-0.37645018,-0.38478398,0.07900858,0.59031636,2.1476054,-0.6479252,-0.94908553,-1.3995467,0.13794889,-0.56579024,-0.96097356,0.022049032
Subject_58,0.06550107,-0.41295478,-1.9200706,0.68756616,-0.14496233,1.7222278,-0.24960491,1.3210633,1.0514162,1.8587859,0.54694813,0.87315613,2.2806516,0.95164615,-1.099124,1.8618112,-0.27709648,0.15970837,-0.68307245,1.3713926
Subject_59,1.5141754,0.0862817,0.1822142,1.1712683,-0.99180156,-0.72732866,-0.40467346,1.1469522,-0.12742382,-0.8047412,1.916294,0.55180067,-0.7420401,0.7251519,0.9169281,0.22486766,0.54297566,-0.33040094,-2.685019,-2.0497622
Subject_60,-0.4504,-1.7013593,-1.4196223,0.6378831,-0.59166574,-0.27101126,-1.0604936,-0.028241318,-0.23723628,0.39197955,0.6389446,0.5038514,-0.22345854,0.671516,-0.59082246,-0.35736188,-0.34940195,0.23699415,1.1838797,-0.44177446
Subject_61,-0.28887284,1.5766761,-0.12671182,0.502551,-0.81025374,-0.18316957,0.029462866,0.70120096,-0.10244427,0.04626068,0.9706114,0.66352946,-0.35784736,0.5334101,1.4173774,0.77993184,-0.2037828,0.7945915,0.04886537,-1.8667843
Subject_62,0.99138266,0.45810044,-0.2987374,-0.99954957,0.739048,-1.8390131,0.14130333,-0.7874558,-0.6898244,-1.0743951,1.0332808,-0.4037849,-3.1248531,0.79922414,-0.33426428,2.1242964,-1.0182966,0.7874562,-0.00882902,-0.58231926
Subject_63,-0.62856525,0.8461361,0.07806489,0.97645324,-1.2513181,-1.1438743,0.9710873,0.6491792,-1.2822974,0.7062707,1.1301086,1.1152047,-0.3132272,1.338499,0.56676567,0.5772224,-0.14951618,-1.5899022,-1.421342,-0.7145292
Subject_64,1.4549136,1.3791125,-1.4000633,-1.1340418,1.1351352,2.157588,-1.517046,-1.2515483,1.4031749,1.1652894,-0.22757965,-0.13331352,1.1859816,0.28611803,-1.4544275,-1.8161545,-0.90650517,0.52237225,-0.9894232,0.1753866
Subject_65,-1.3585643,-0.32735407,0.6031681,-0.6050021,-0.5334707,0.8460245,-0.27439553,0.4030742,1.122068,-0.6964369,-0.22407232,0.4010722,-1.3095227,0.15130723,0.9783594,-0.39177424,2.7900853,0.556193,-1.2512934,0.25920516
Subject_66,1.2412659,0.61959153,-0.8897282,-1.0509462,1.1779239,-1.0568687,0.7082158,-0.18772332,-0.024958212,-1.0217123,-0.6071475,0.19925576,-0.16596402,0.2720076,0.059054554,0.6739005,0.5802644,-0.08317251,0.9330687,-0.76669925
Subject_67,0.12198656,-0.2625881,1.4178896,0.22344676,-0.0003304026,1.6434143,1.8615353,-0.14989218,0.75913924,1.9123918,-1.2742862,-1.986613,2.068878,0.3885855,0.15961504,0.08452822,-1.1090509,0.50874615,1.4427427,-1.8317977
Subject_68,1.354983,1.3359783,-1.7494104,-0.36047876,-0.65331197,-1.9374315,0.9241252,0.7220073,-1.4966978,0.3367865,-0.51277214,0.5151386,0.98880047,0.63235027,-0.9234659,1.4614936,0.85738224,-1.1620138,0.1889874,1.8049886
Subject_69,0.31748873,0.25957954,0.15250604,0.43563718,0.20617354,-0.432538,0.37991917,-0.48607272,-3.1568522,-1.5052559,-0.6964943,0.12905388,-1.4743415,-0.096705616,0.33281565,0.4839607,-0.07714249,-0.3391751,0.18027654,0.20586585
Subject_70,-0.33865148,0.9789423,0.09425654,-0.9907459,-0.4004639,0.59829223,-1.8563689,0.017601809,0.72117573,0.6661093,0.31929827,-0.4611247,1.9341007,0.46156037,0.91122824,1.7604735,-0.46254045,0.24431458,-0.3736031,0.2652814
Subject_71,-0.9176935,0.8139657,-0.5729053,0.6114242,0.39409578,-1.8511617,-0.15622315,-1.2360102,0.3044961,0.46746796,-0.09817081,1.8422575,-0.14820802,0.17371295,0.23472904,0.2625698,0.18709995,0.59915817,0.25719613,-1.0777714
Subject_72,-0.6219928,-0.19380094,1.8904023,-1.7844601,-1.8503215,1.5372406,0.5252286,-0.5515739,-2.397323,0.53875476,-1.827939,-0.22683032,0.58800703,0.20648907,0.35965654,-0.3643276,0.21750255,0.0036486746,0.5930308,1.2622334
