Subject_ID,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
Subject_1,0.4984489,0.3936984,0.07680528,-2.0561182,-0.08428825,-0.89480555,-0.9115438,-0.26032212,0.7765898,0.3434174,-0.6411062,-0.8691502,-0.6271319,-0.8216424,0.35545728,-0.46771806,-0.92990875,0.05046484,2.0749886,-0.40201545
Subject_2,0.14104696,0.10775307,-1.7638642,-1.2013665,0.89866954,-1.6363282,-0.5871801,-0.17615923,-1.3013656,-1.1404136,-2.1444368,0.47590598,1.3708974,1.7519718,-1.1904004,0.58872396,-1.2507489,0.30287176,-0.9476738,-0.84431714
Subject_3,-2.2741258,-0.3408286,-0.9775817,-0.45533803,1.7669554,0.35475248,1.1102049,0.710902,-0.64785,-0.21054934,-1.6026624,-0.71132934,0.2186977,0.46730125,0.28800803,-0.055652518,-2.0088873,-0.17760575,-0.41185674,0.37056637
Subject_4,-0.5778669,-0.67378885,-0.42132515,0.5776577,-1.3312335,-0.38181582,0.39554307,0.22205526,1.0018256,-0.18046993,1.0275038,-0.64515215,-0.24568726,-1.1515063,-0.357167,0.3034722,-0.30540514,-1.0218941,-0.5426633,-0.69898295
Subject_5,0.48371643,-0.77841866,-1.5992361,-0.09295319,-1.7324232,-0.13946109,0.901946,2.3069198,1.2640852,0.88655806,-1.0120956,-0.83519673,-0.9038312,0.837411,-0.8239998,-0.598304,-0.07398585,0.08292338,-0.11905696,-0.7413326
Subject_6,0.13647541,0.98900497,0.74160415,0.9770732,1.0227408,-1.2716148,-0.0061553665,-0.5151289,0.81047446,-0.005855005,0.9567489,0.26766738,1.5081679,-1.0466366,-0.25905034,-0.95289624,-1.5067812,-1.3561208,-0.4207746,-0.009428527
Subject_7,-0.82999206,-0.57908833,0.6261381,-0.8597557,0.09667113,-1.2403829,2.4647145,-0.47592846,-0.6461186,0.23587146,0.74064416,0.23453571,-0.021640936,-1.8186443,0.10160467,-0.018013833,-2.1676798,1.4605663,1.0490432,0.67835647
Subject_8,-0.07522054,-0.3717894,-0.12707677,-1.5604087,0.2947699,-0.1453654,-0.8032841,0.3291588,0.2248743,0.8099873,-0.13071531,0.6524217,-0.52476287,-1.3064438,-0.11756063,-0.054149833,-1.2059948,0.56180245,1.6827948,1.5738152
Subject_9,-1.219282,1.0369176,-0.47593328,-1.2122359,-0.83577204,0.5102589,-0.21313591,1.0826813,0.6697706,-1.8607198,-1.7399093,0.1406001,-1.3433627,-0.17768858,-0.11869563,-0.9390644,-0.32858443,0.14287879,-1.7078394,0.7802579
Subject_10,0.23150833,-0.13707517,1.1434224,-0.69913197,-2.29911,-1.4669415,-0.037661344,-0.2656008,0.64415973,-1.1873735,-0.23285076,-0.92134714,-1.9156841,0.042902995,1.2311581,-0.24770732,-0.34107795,-0.84965944,-0.022472369,-0.8943455
