Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19,Factor_20
0.8070874,0.75111926,1.3302097,-0.14693362,0.94713664,0.22211197,-0.2209039,0.9461261,0.5445813,-0.25615764,-0.47550905,0.977013,1.2722669,0.097003534,-0.56493264,-1.875422,-0.15154819,0.6348291,0.9319108,0.99869186
1.7958751,0.054417238,0.5180097,0.2562679,-1.3703216,-0.97256637,1.1517395,0.05068341,0.22520457,1.1728201,0.6038921,-2.097108,0.31839073,-0.23723224,-0.766141,0.073517874,0.082916774,-0.23465581,-1.3737568,0.7805571
-0.53153414,-0.056190167,0.45103872,1.6502607,-0.3519078,-0.8363903,0.31772506,0.74062157,-0.00057171495,-0.9472339,1.0316709,1.5011048,1.0762568,-0.93210083,-0.7993688,-0.3906503,-1.1267264,0.7232522,-0.6306492,0.24442622
0.052796263,-0.123715796,-1.3933243,1.8703874,-0.7952714,-0.25818005,0.66138655,0.011403755,-0.82237256,-1.4687848,-1.3327476,-0.39398712,0.6239689,1.244924,0.16545506,0.40860572,-0.63690054,0.48089132,-0.63345087,-0.96626526
-1.5975033,-0.13356614,1.3461934,-0.93574935,1.0122839,-1.4877841,0.8867243,-2.4501355,1.5890098,-1.9824897,-1.5334451,-0.025212014,0.10882912,-1.4177817,1.0682336,-0.9398579,-1.3659389,-0.5874184,-1.3262061,-0.08231512
-1.0538533,-1.6093,2.127967,-0.66532505,-0.95662904,1.205752,-0.16764845,-1.9021585,-0.033323333,0.76411533,0.27718353,0.7737617,0.33841652,-1.7691822,0.8814618,0.55628437,-0.2939639,0.4779663,1.7160722,-1.0771412
1.2285286,-0.7054999,-1.6036148,1.0227007,-0.84256357,-0.31483743,1.4743394,-1.0105441,-0.18716007,1.4500066,-1.7301791,-0.9949628,-0.30570233,0.15051398,0.18143228,0.29298416,-0.18182601,-0.8084859,-0.08334529,-0.56914276
-0.60443056,-1.7373312,-1.0470929,-1.6345073,-0.26557735,1.205155,0.053218473,0.8982937,-0.70401776,-0.7408213,-1.1227298,-0.9263493,0.7938737,-1.9594967,-0.4386081,0.26766512,0.12281344,-0.7267634,-0.3935113,-2.031649
-1.8448296,-0.4520662,-0.0951891,-0.08377712,0.76890445,-1.6805522,1.7856678,0.519213,1.21934,0.014479371,-0.14164424,-0.69037724,-0.03673191,0.47776255,-0.04117891,2.0628278,0.9404296,0.80043554,-0.6861407,-0.3610381
0.030719329,0.2101442,-0.4443365,-0.021360595,-1.5023983,0.47344553,1.2370409,-0.05143796,-0.07238092,1.220606,2.6689982,-0.003453289,1.0436338,1.0482844,0.5952718,0.382976,1.3020262,0.37285867,0.92073023,-0.95108664
-0.6056026,0.006422242,-0.079014674,-0.42038482,-0.69182396,0.09773631,2.0583868,-0.69602346,0.25735155,0.77432007,-0.7620481,1.3551109,-1.8901879,0.5080219,0.82916844,1.1445152,1.378698,-2.003735,-0.30134216,0.7557712
0.27340478,0.7693259,0.5121299,-1.7797719,-1.4016966,0.50229144,-0.45593232,0.23282501,-1.4237556,0.66314065,-1.2986602,1.4608241,1.6651386,-0.99400026,2.076281,-1.1177609,-0.60356295,-0.48409948,0.90481114,1.1413131
0.729042,1.3429868,0.0108831255,1.1122446,-0.03535263,1.1288433,-0.57891124,0.66476315,1.4019951,1.3967218,0.33435476,1.1995875,-0.7090174,1.1120015,0.3265372,0.27645427,-0.0022281853,0.8350781,0.48761022,-0.2845432
-0.059904292,-0.319955,0.7053739,-0.09117117,-2.0324914,1.4677196,-0.88457,-1.3088796,-0.21631359,0.45628414,-0.6370359,-0.84806925,-1.5336695,-0.123273775,-0.11212962,0.7946448,-0.97774374,-1.8449986,2.1273348,0.27199087
-0.47809526,0.99327743,0.068562776,-0.8701986,1.5731041,-1.3682228,-0.07872633,1.6000339,0.005017684,-1.3795879,1.4574636,-0.5960874,0.3742256,0.51524854,0.2789164,-1.6274912,-0.8567624,-1.1372893,-0.8501115,1.2401417
-0.034668874,-0.96843517,-1.6820557,0.13617253,0.21801037,0.11430368,0.18034315,0.19644883,2.416122,2.5810928,-0.44038332,0.30570647,0.17333527,1.545421,0.37319857,0.8598376,-1.0261763,1.185007,-1.1923335,1.1743368
0.2056126,-1.5091616,-0.876693,-0.41691795,-0.2217721,-1.0383728,-0.36059967,-1.0846889,-0.8630177,-0.13051386,1.3490102,-0.8409404,0.41805717,-0.12618548,-0.8950749,-0.5155839,-0.6804199,0.4195129,-0.45344296,0.42571098
0.66474664,-0.52509445,0.3080352,-0.2544077,-1.7823442,-1.8535357,0.5423558,-0.55067605,-1.6290622,2.3622417,-0.43356848,1.2655495,0.38743472,0.9826165,0.32471815,-0.905499,2.595061,-0.06654356,-0.966403,-0.086046085
-0.8358953,-0.6948473,0.26441008,-1.1431985,-0.56700665,1.6928246,2.7217991,-0.18933615,-0.32433143,1.176355,0.4795949,0.32603264,0.29014844,-0.68292594,-1.8477308,-0.26736468,-0.08366948,-0.76652235,-1.258642,-0.20350754
0.2274963,-0.19944842,0.3059107,1.0421364,-1.5032533,-1.8607762,1.406305,-1.989034,-1.5773078,0.6403872,-2.0492709,-1.9019725,-0.29011393,0.17141445,-0.5528914,-1.033844,-1.2480589,1.6851223,-0.9928852,-1.3566227
0.09908902,1.7496412,0.20097457,-0.004170217,0.77781844,-0.49875164,-1.263465,-0.91892934,-0.6853894,1.1264564,0.9274188,1.1596515,0.3748413,0.32817608,-0.076174095,-0.07564545,0.44007578,1.1768367,-2.182358,-0.073343396
1.7031243,0.30936426,1.0644069,-0.97803277,0.28249544,-0.67590237,-0.5776718,-0.82938695,0.18315941,-0.59906083,1.7194538,1.1577153,0.33634314,0.29119322,0.59659654,0.5938136,-0.48782924,-1.8099532,-0.5060714,1.0456108
-1.3828504,-0.7233645,-1.3772755,-0.025378162,0.84846336,0.16923547,0.37628883,1.862968,0.68388015,1.3003042,0.08123467,-1.7398568,-0.39683783,-1.6329478,0.6991368,-0.16443764,0.3958969,2.063418,-0.12168428,-0.34403226
-0.5734807,-0.600995,-0.16915023,0.1416508,-0.62726575,0.2927472,0.27176687,1.3832091,-0.19134502,-0.98470116,-0.28618312,1.8406885,0.735169,0.6381898,0.77650625,-0.099339046,2.5310483,1.1087083,0.43619722,-0.16393143
1.4854035,0.34149998,0.36977485,-0.33647427,0.36852804,0.4748275,1.311328,1.3924893,-0.9749999,0.10696593,-1.0757895,-2.5048482,-0.25250578,1.9635197,1.0426319,-1.322155,0.90309125,-1.973192,0.5953926,0.47917786
-0.46048892,0.18889183,0.6035133,1.7586565,0.8125116,1.0151421,-0.6649232,-1.7713035,1.3448055,-0.16075285,-1.8431718,1.1446636,-0.6399994,-1.2697164,1.3429011,-0.8239118,2.2604835,-0.30224338,0.34732252,0.05669922
0.10117246,-0.06307638,0.35909623,-1.1766962,0.30267662,0.8696967,-0.1110721,0.25082877,-0.7926665,1.5446852,-0.81119514,-0.289221,-0.59822226,0.019004356,-0.13237579,0.8641337,-1.5226196,-0.47368664,-1.4138837,-0.808331
0.23417453,0.21793488,-0.9975852,0.0977346,-0.14059801,-0.93938845,1.1631869,-1.2528245,1.4089957,-0.7010262,-0.50874674,-0.6843947,-0.07862431,-1.2946095,0.4240177,0.2047211,0.50296944,0.049064748,0.47983298,1.4794288
-0.979987,-0.6708711,-0.55790496,0.040838968,-0.28213942,2.1207924,0.25500098,0.43821442,-0.0780476,-2.1148336,2.092382,0.9715301,0.82211816,-0.65993977,1.9366275,-0.6749322,-0.36962092,0.41029474,0.11680432,0.94406337
-0.176576,-0.3165029,-0.4864609,0.9496095,-0.22945338,-1.7872239,0.27094716,-0.56624603,0.18642077,0.3432008,-1.6159799,0.96966016,1.2289698,-1.6261692,0.38050762,-0.018102461,-1.8927064,1.1822802,0.7048175,0.6214033
1.3056188,-1.1333691,0.4074106,1.2664512,-0.69218856,1.0468992,-1.9675589,-0.42244732,1.6147901,0.65000653,-0.98481834,1.0503275,-0.00015977201,-2.0765908,-1.6434228,-0.48355368,-1.5511888,0.009364144,0.31566527,0.7432195
0.047943916,-1.8138399,-0.0914004,-0.4185513,1.9379781,-0.8074368,-0.55289483,2.7388484,-0.58044666,0.24191236,-0.986428,0.55681866,1.0817391,1.5775098,-1.09608,1.1349665,1.3230451,-1.0410639,0.21959382,0.017277835
-1.1073887,0.25171122,1.9007139,0.7012089,0.029578947,-0.81497186,-1.0406811,1.6948026,1.7633321,-0.49032268,0.6244501,0.88556033,-0.8126734,2.1621587,-1.0986556,-0.6077424,-0.0020242564,1.2567577,0.93840456,0.039850835
1.808627,0.5889396,0.6044327,-2.4976292,0.9954825,-0.18191423,1.0232064,-2.6958187,-2.4950585,0.3569238,0.8583606,-0.29610282,0.5043764,1.2390081,-1.0127072,0.77806926,0.5729834,-0.46214724,0.9759594,1.2178975
-0.3903462,0.1678047,0.6895075,-0.423091,0.2001935,1.365375,-0.39502603,-0.074755035,0.42192653,0.7029263,0.36282197,0.746171,-1.156769,-0.8937907,-0.5484443,0.7754967,0.9309103,0.46906993,-0.17306209,-0.24070895
-1.6671993,0.80198663,0.24730109,0.9182215,-1.4047443,0.69562274,-0.5982689,1.6163749,0.820775,0.46224102,1.2353717,-0.9013231,-0.4090182,-0.9482182,0.5783333,-0.12320323,0.2938981,-0.16136149,0.19510415,-0.5601635
-0.55265033,0.3844046,0.024798086,-1.3465059,-2.0291102,0.7098746,-0.037589736,-0.11501997,1.5344528,0.55387765,-0.8995793,-0.6606403,-0.9074209,0.83867556,-1.10664,1.6375273,0.82907724,1.491083,0.17101051,2.2749352
-0.20558177,-2.0145564,-0.09206935,0.27007997,-0.6393004,0.42149922,0.19721405,-0.30559295,-0.5880251,0.8071263,-1.3224769,-0.40360057,-0.18727335,-0.18100087,-0.79914063,0.70801383,-0.07850925,0.057000097,-0.65857255,-0.17969587
-0.21049279,-0.55526674,1.491153,-0.0073388675,0.98699385,-1.604784,-0.34988418,0.48494408,-0.41182107,0.9572673,1.2065262,-2.5541887,-0.22486445,0.9510716,-1.2855095,1.1191878,0.53355724,-1.2034036,-1.3541219,1.3154582
1.7269399,-0.76592827,0.75805765,0.6301342,-0.9319739,-0.6356194,-1.6295394,-1.7662346,0.011065505,-0.32509038,-0.55653286,-0.19953287,0.6852744,-0.68152773,-1.867376,-0.20392391,-0.96604514,0.5143217,-1.0714455,-0.8533519
-0.9750913,0.18897444,0.36064586,-0.41073513,-0.27148655,0.6005218,-0.054948274,-1.1483558,1.5446416,0.030566052,0.9525712,-0.7031514,0.55602306,-0.6230936,0.017003391,0.96877253,-0.65708005,0.65790796,0.9093229,-1.378501
-0.17649686,-0.5837048,-0.87744796,0.920023,0.29024625,-0.49052796,0.2273151,0.28547868,0.27725476,-1.5065194,0.41862264,-0.4615324,0.76414734,1.0543932,-1.5619401,-1.3515561,-0.61695975,0.5003077,2.2132454,-0.51679045
0.7340082,-1.6796383,0.8076966,-0.5629668,1.4058205,1.8464942,-0.38561454,1.5329645,0.9747016,-0.6714962,-1.9472157,0.05660772,-1.129128,-0.3462528,-0.8123613,1.315343,-0.5991536,-1.2128271,-0.6174947,1.2828035
1.960799,-0.38123032,1.5620182,-1.2536398,0.39862823,-1.8476884,1.30454,1.2659591,-1.096173,0.5860525,0.6448943,-1.9756109,0.8619527,1.3212883,0.8230113,-1.3983516,1.258472,0.5641894,1.4355142,0.48014894
0.43902564,-0.01988808,-0.75366205,0.35532674,-1.1535678,-0.039232347,-0.02325214,-0.35427254,1.7414047,0.47690365,-1.1645478,-1.0584152,-0.27868083,-1.7003794,2.0515203,-0.48069337,0.5499135,1.1621498,0.5849877,-0.32023335
1.3005581,-0.95480555,1.138428,-2.0478194,-1.8391821,0.89069146,-1.0448698,0.10178799,-0.42376742,1.0881793,0.6286848,0.36612946,-1.1917953,0.37702662,0.467062,1.5839282,-1.0617855,-0.89511275,0.069712006,1.2904515
-1.1425474,0.36669737,-0.9179277,-0.04521021,1.2942826,1.0516902,-1.3318205,-0.2556476,-0.009755837,-2.1924248,0.58321536,-1.6965172,-0.8604637,-0.08985203,0.30536872,-0.81428415,0.25925344,0.21430126,-1.1552327,0.34318027
0.5331347,-2.3524141,-0.7724118,-0.9211599,0.7367488,0.9554783,-0.6563443,1.931762,-0.99979067,0.0696387,-0.65678155,2.76156,-0.6136376,0.012705417,0.872068,0.9700785,-0.25735652,0.70134276,-1.8788091,1.3052983
0.5358307,0.7378196,1.9727063,0.5914125,-0.21728669,-0.13698474,1.310991,0.5078315,0.63135415,0.9175824,-0.75857645,-1.4593174,0.33938122,-1.115595,0.13879451,0.5987066,-1.6821442,-1.032275,0.10443572,1.2942357
2.116287,1.916338,0.21169195,1.224513,0.73436517,0.6915678,-1.0343738,-0.30560732,-1.2928642,0.3110584,-0.19315821,-0.5727912,1.193371,-1.2804453,1.7057035,1.1396773,1.8554926,1.3602117,-0.106416725,1.6122375
-1.5849841,2.1227744,0.5256408,2.469879,0.20874952,0.31408358,-1.2766073,-0.9563139,1.28246,-0.013757372,0.91805464,-2.1390264,0.450282,0.5914737,-1.1571736,1.8007083,0.25517204,-1.2019596,1.2378168,-0.29730952
1.3424296,1.2131234,0.09165911,2.0602188,2.045334,-1.1372824,-1.8627621,-0.33782217,-1.3791724,0.11788978,-0.64913833,-0.20025387,-1.3713988,0.82577693,-1.0563421,0.36011162,-0.3207478,1.3010777,-0.28619543,0.19854549
